ref_no,hist_ref_no
50443,50450
50626,39548
50684,41468
50703,42181
50996,50995
51020,51019
51030,51029
51050,51049
51103,41423
51166,44166
51169,42202
51270,19443
52088,42487
52097,50541
52202,43865
52213,49850
10843,49884
10849,49417
13667,13668
13924,43616
30000,14019
39413,50739
40298,3493
40329,5872
40330,5946
40747,38949
40988,11892
41441,39385
41522,39115
41701,4535
42865,49955
43010,42433
43029,30732
43092,40285
43114,9094
43184,43091
43229,38998
43483,8324
43610,38061
43723,40319
43757,28061
43783,40145
43938,43937
44028,44027
44051,50922
44067,39648
44159,34582
44271,2379
44474,43954
44570,43538
44702,43660
44723,40059
44739,40062
44823,42629
45037,41938
45189,39139
45244,17397
45325,5587
45388,40032
45661,41122
45702,14292
45845,41362
46309,3836
46447,41275
46530,40696
46688,40052
46763,44090
46772,8728
47136,44730
47167,39932
47189,44310
47219,44319
47224,44322
47231,44455
47375,46212
47513,2067
47719,41983
47742,43726
47757,40189
47811,41071
47830,41063
47833,41064
47853,47149
47894,39229
48046,42742
48108,44264
48161,45807
48749,47223
48825,45877
48839,47236
48864,46507
48957,45864
49279,47805
49352,48603
49364,46818
49395,49394
49574,40444
49758,47020
50038,44214
50105,48639
50237,48835
50294,49788
50299,49365
50445,50471
50549,50548
50554,50555
50792,50791
50840,43924
50983,50981
51114,41424
51129,6129
51133,51132
51141,51140
51163,51162
51175,51174
51282,51281
51316,51315
52080,39377
15935,43056
16617,48417
16778,49930
22713,48391
24802,40544
27485,48242
30098,48238
35987,49885
41375,12323
41515,39107
41534,39122
41704,40889
41706,39835
41986,39990
42138,52200
42233,50783
42333,32853
42494,42380
43117,11431
43137,21748
43152,26100
43154,39197
43250,38309
43275,43087
43290,43102
43396,39224
43428,23156
43495,17745
43575,27919
43604,7355
43633,30683
43807,39015
43811,39017
43894,9295
43925,51412
43954,40749
44184,44183
44222,34194
44287,22976
44433,40698
44484,18275
44487,29138
44694,41630
44887,42571
44895,42848
44974,41528
45047,41882
45064,41907
45162,41737
45202,35977
45330,41615
45358,44235
45450,42875
45455,44005
45479,42890
45791,42065
45810,41792
45874,41778
46018,44308
46082,43344
46106,41955
46172,18162
46225,39977
46359,42836
46378,44280
46392,35830
46431,41269
46480,22666
46494,40408
46606,40260
46749,40507
46876,42271
46885,41163
47004,40200
47115,46555
47421,44788
47430,44798
47440,44823
47688,42824
47710,41322
47748,41330
47810,40324
47896,40076
47907,40340
48107,44263
48197,36617
48260,25749
48266,47271
48514,45555
48544,45562
48586,47186
48787,45884
48811,46493
48863,46506
48872,45853
48912,48289
49118,48800
49237,48073
49325,40419
49433,48581
49526,45078
49593,45435
49756,49388
49800,44579
49813,47499
49829,44567
49860,48891
49874,52205
50388,46911
50456,47084
50486,50023
50668,50335
50690,50689
50724,50723
50750,50749
50758,50757
50810,50809
50830,43901
50843,43931
50904,43880
50924,42217
51104,51103
51140,39418
51471,39583
52081,51165
52102,51437
52168,45448
1049,48143
13317,50262
16758,50146
18714,48236
28531,49405
32055,49496
34741,48430
37539,50517
40663,38913
40731,38935
40993,16731
42309,23161
42332,31717
42967,42944
43009,42432
43134,21657
43159,31985
43230,38999
43294,43106
43487,38052
43585,39203
43712,43709
43907,43906
43937,43936
44208,39404
44243,44242
44301,4460
44586,44523
44623,43572
44679,41624
44803,40072
44807,43685
44820,42628
44840,42643
44929,36474
45008,41289
45063,41906
45098,41901
45101,41926
45278,43798
45354,40030
45360,44007
45392,41041
45396,40957
45500,44285
45584,42437
45733,41195
45811,41347
45870,41348
45883,41356
45903,43394
45939,43413
46157,44877
46184,42560
46204,39916
46249,39984
46302,1572
46324,42061
46440,41274
46504,41253
46511,42603
46554,46146
46603,40795
46624,40095
46637,40495
46650,14360
46653,39894
46730,40112
46784,40846
46799,40480
46823,25815
46891,42274
47023,41600
47088,42582
47097,41595
47140,44752
47151,45516
47155,44291
47190,44311
47365,45321
47554,24834
47619,45018
47759,41331
47812,41088
47829,41062
47875,47383
47880,46596
47939,41401
47962,42715
47991,42735
48024,41684
48069,40359
48103,40366
48115,47156
48122,48121
48123,44551
48287,42515
48351,47319
48663,45588
48672,45589
48751,46476
48822,45613
48898,46522
48911,47315
48914,47252
48943,45880
49081,39436
49185,48091
49334,46592
49349,47055
49396,49395
49587,47859
49830,44633
50040,44991
50043,44674
50053,48340
50103,50056
50185,50084
50286,45933
50301,50308
50346,50741
50371,39634
50442,50452
50455,47092
50464,47093
50493,49863
50631,39572
50688,50687
51134,51133
51142,51141
51164,51163
51241,51240
51281,51280
51309,51308
51315,51314
51376,39643
51392,39669
51515,39486
51572,51515
52104,52096
52185,48920
52189,52172
3676,49488
11057,49925
18096,49980
39367,50572
40682,39733
40706,38918
40770,20491
40792,30845
41232,39748
41507,22433
41533,39123
41687,40879
41697,31537
42486,42370
42839,18056
42886,49971
43021,36044
43090,1029
43100,4596
43156,29288
43204,38964
43480,50962
43544,7504
43617,51107
43631,40811
43650,40650
43788,40296
43844,50888
43988,40760
44132,43700
44214,8275
44282,39936
44344,42958
44476,40750
44548,42480
44583,43206
44800,40071
44908,42675
44914,42676
44926,44922
44959,41293
44973,41529
45142,41726
45177,43084
45201,39806
45210,41764
45233,41020
45326,40945
45427,39968
45449,42874
45510,43249
45573,42416
45665,41097
45727,21585
46017,44300
46094,43358
46109,41954
46121,41805
46254,39924
46318,42030
46486,40406
46547,40813
46632,40040
46697,40509
46751,42243
46792,15164
46848,40874
46954,40464
47020,40209
47243,44331
47318,39947
47422,44789
47647,45914
47703,40178
47820,41070
47936,11519
48014,40172
48015,41407
48112,45301
48136,46380
48303,44889
48369,44688
48513,45554
48583,46435
48703,47212
48765,45839
48782,46485
48793,47330
48844,47237
48855,48377
48860,45878
48924,46528
48958,46537
49175,47466
49440,47578
49449,49448
49635,47493
49828,47847
49844,49806
50022,42967
50036,45237
50448,47099
50463,47110
50483,49249
50513,47726
50555,44109
50689,50688
50723,50722
50757,50756
50915,44190
51176,51175
51289,39546
51388,39664
51403,42240
51486,39631
51528,44075
52146,47713
3755,50166
9334,43049
10840,49486
17819,49471
25659,49629
39994,50167
40303,4863
40593,40592
40701,17312
40832,40831
41753,28553
41755,39854
42322,18991
42391,40666
42474,42334
42491,42378
42861,49951
42971,41957
42988,42391
43012,42440
43032,42843
43103,5365
43129,18710
43304,43115
43314,43125
43397,42776
43458,42807
43496,43495
43659,40642
43714,40313
43740,40134
43814,42970
44130,43699
44135,41233
44219,33396
44249,42229
44346,42960
44347,44215
44369,44123
44457,43955
44463,40737
44488,30076
44537,42688
44580,43541
44593,43549
44613,43562
44651,43591
44827,44344
44845,42672
45121,41713
45169,39791
45240,12869
45269,43314
45331,41616
45485,42868
45491,42858
45536,16378
45848,41364
46001,43458
46009,43455
46078,43340
46218,39976
46222,39880
46251,40238
46303,42024
46372,40024
46402,37845
46426,41267
46582,46580
46672,40518
46745,39911
46804,40855
46849,41142
46872,41155
46977,40471
47000,47001
47101,42554
47104,45073
47121,45450
47170,44302
47319,44440
47439,44822
47454,44844
47649,45921
47702,41975
47797,41082
47802,41054
47808,13932
47835,36802
47908,42713
48075,43739
48124,44543
48129,47869
48141,1934
48315,45048
48319,44836
48499,47155
48711,48351
48941,45631
49135,50327
49341,48549
49386,47027
49545,40426
49686,49238
49791,46126
49823,48720
50031,49852
50100,48444
50183,50083
50341,24171
50344,42197
50390,44569
50461,47082
50892,50891
50982,39514
51066,39362
51117,42228
51124,6126
51227,39481
51423,42009
51551,51550
51552,42148
52094,47386
52163,48295
4688,49398
5440,49485
7846,49958
24637,50563
28096,48243
30388,49403
32197,48411
35820,49972
36457,48258
36991,49494
40291,2768
40378,9092
40486,38936
40779,22243
40921,34468
41839,39690
41862,1818
41866,3839
41941,40783
42224,50752
42250,34864
42483,42365
42860,2165
42900,41586
43006,42427
43107,39178
43333,43144
43367,43178
43424,22558
43441,42774
43533,188
43681,40651
43792,42186
43850,43849
43933,50676
44171,44175
44174,52196
44492,43593
44598,43552
44636,43579
44760,40013
44768,43673
44772,40070
44822,42956
44836,3862
44931,42856
44978,41526
44999,41311
45073,43060
45147,39782
45151,41729
45160,43613
45336,39960
45372,40952
45463,43993
45593,41826
45620,41828
45621,42984
45735,41196
45862,41793
45934,42102
45994,42119
46035,43292
46202,39915
46304,42025
46338,39893
46356,40022
46397,37416
46424,40398
46639,40497
46664,40113
46720,46165
46728,40043
46738,40105
46759,40836
46770,6980
46785,40628
46898,41171
46948,40462
46967,41562
46980,41565
47107,45009
47166,44299
47412,44779
47424,44791
47469,44923
47502,40045
47590,7672
47596,40310
47682,41316
47719,42751
47814,18174
47818,20265
48004,40356
48063,43778
48236,48237
48284,48129
48299,46112
48568,47175
48604,45869
48673,46455
48725,48157
48776,45604
49127,46828
49205,47953
49251,47940
49336,47303
49339,48680
49351,48927
49531,46855
49563,40436
49598,44137
49775,49776
49808,49720
49852,48525
49855,47647
50059,49447
50063,49265
50122,48963
50179,49800
50238,46193
50321,49819
50444,50465
50447,47071
50473,47076
50485,49374
50589,50588
50593,50592
50604,39462
50613,39498
50661,50660
50872,50867
50909,39451
50925,44210
50929,41441
50936,50935
50989,50988
51029,51028
51063,39513
51135,42227
51334,51333
51356,51355
51386,51385
51462,39552
51475,39587
51570,51073
52095,51113
21,43186
137,19035
18493,48248
20385,21344
21076,50952
27348,49465
39434,39435
40526,35890
40729,38933
40752,40751
41519,14025
41691,37625
41898,22729
42073,41851
42383,40336
42392,20406
42398,17712
42558,1602
42574,4483
42858,1528
43011,42434
43292,43104
43560,23078
43602,911
43609,26888
43670,40655
43897,42132
43939,43938
43984,17382
44039,51100
44140,24166
44168,42218
44201,44200
44283,39949
44600,43212
44680,42610
44981,23178
45061,41904
45257,39771
45295,43815
45369,43969
45381,39966
45563,43013
45595,43191
45606,42420
45616,41825
45647,41835
45681,41127
45690,41232
45774,41113
45878,41368
45941,43415
46217,39995
46308,40018
46363,42043
46433,41271
46441,40988
46458,17080
46512,41248
46621,44154
46635,40493
46693,44365
46889,42272
46923,41571
46970,40469
47027,40219
47178,44306
47188,44309
47323,46017
47340,44462
47351,47250
47390,44816
47533,13160
47563,35275
47717,17240
47895,41390
47904,41391
47935,41693
48022,23877
48052,44478
48320,44879
48321,44359
48626,45578
48666,45815
48833,47349
48896,46520
48959,48299
48976,45291
49113,46585
49177,47473
49187,47927
49230,48579
49323,40431
49381,46849
49444,48337
49499,35352
49576,35751
49592,45358
49741,49742
49856,47650
50005,47671
50023,42947
50042,44736
50068,45437
50211,48512
50278,50127
50297,48226
50337,41444
50385,47023
50444,50468
50505,47631
50515,46252
50804,43858
50813,50360
50845,43897
50913,44093
51000,42010
51076,51075
51106,51105
51162,51161
51174,51173
51196,51195
51231,39489
51253,51252
51277,51276
51311,51310
52154,24848
20345,47153
38786,48271
40678,24643
40780,39160
40997,7998
41153,45245
41687,37625
41934,37966
42247,40068
42310,38997
42561,2234
42850,49982
42874,21541
43231,39002
43423,42792
43509,42998
43635,34318
43664,12155
43718,40316
43731,40323
43883,42145
43991,23143
44183,52201
44249,42203
44254,51503
44432,40697
44465,40739
44522,43539
44696,41632
44742,44149
44809,43687
44813,40015
44939,40576
44948,6320
45046,41881
45122,39769
45143,39779
45163,41738
45252,43284
45309,39806
45348,41620
45349,40949
45406,40959
45632,42422
45659,41093
45804,41342
45838,39291
45847,24662
45905,42091
45942,43416
45983,43443
46047,43307
46143,44694
46151,45125
46313,42841
46369,42838
46434,41272
46439,44272
46456,41279
46501,42601
46533,38230
46622,40271
46629,40096
46670,40516
46808,40633
46845,40870
46851,42267
46868,40623
46975,41581
47110,41592
47208,44433
47221,44321
47242,44460
47245,44329
47476,47379
47603,43483
47606,43703
47665,42753
47676,41968
47913,40165
47948,43740
48035,42741
48226,45515
48329,41955
48432,46781
48522,45779
48629,45810
48862,46505
48873,45854
48947,45888
48978,47829
49119,48898
49128,46722
49217,46279
49265,47967
49358,41496
49682,46545
49693,48305
49780,49556
49797,48761
50080,49840
50084,48928
50102,44742
50443,50457
50552,50551
50578,2836
50691,50690
50721,50720
50751,50750
50759,50758
50777,50776
50798,42225
50831,50890
50832,35301
50842,43928
50864,50863
50950,49684
51001,39386
51232,16114
51321,43851
51371,39624
51445,39511
51563,51505
8183,49297
9673,48387
11947,43051
18056,49948
26996,50173
40374,8177
40529,37906
40611,39013
40773,20982
41516,39111
41694,17835
41735,21059
42163,50681
42181,50700
42215,50743
42328,26099
42336,37719
42452,1536
42472,42332
42507,36099
42564,28016
42841,6378
42859,49949
42984,43224
42986,42389
43040,21353
43120,13789
43140,40784
43144,24771
43316,43127
43345,43156
43522,43510
43687,36923
43716,40315
43750,42088
43772,40141
43817,43792
43851,42141
44046,42194
44059,51169
44072,51211
44081,50906
44127,41915
44134,32845
44168,18550
44212,40917
44269,43303
44281,40028
44339,43251
44515,44514
44539,42690
44565,43535
44582,43543
44817,40074
44877,42846
44949,41515
44989,41304
45245,45244
45259,40334
45260,43789
45379,43971
45390,22521
45434,42872
45462,44006
45498,42889
45513,44689
45551,42990
45575,43005
45614,42978
45669,41100
45703,41420
45872,14905
46070,44518
46238,40237
46241,39980
46259,40242
46283,39886
46322,8876
46340,42036
46400,42253
46416,42587
46422,44271
46450,42592
46459,40403
46465,41282
46469,40686
46692,40122
46802,40853
46893,41177
46916,42901
46985,45602
47003,41596
47092,42551
47334,44464
47370,45397
47386,42485
47437,44820
47464,44893
47497,12936
47620,45385
47777,46729
47815,18272
47841,41069
47915,43748
47930,43765
47953,41403
48068,41411
48081,42743
48105,42745
48161,45796
48343,47353
48664,46452
48697,45592
48795,46488
48939,46532
49122,46614
49161,47464
49172,47414
49215,46264
49326,40423
49330,47090
49337,47306
49380,46864
49422,44662
49554,49323
49604,48001
49687,49513
49713,44262
49721,49248
49724,46780
50025,42656
50078,24233
50338,42163
50561,50329
50830,50829
50866,50865
51336,51335
51463,51462
51481,51480
51493,51492
51553,51552
52133,50402
52193,50476
8301,50172
9038,50150
13876,49896
24464,50410
28067,49630
32401,49940
38102,49912
39459,50600
40676,18165
40724,40723
40767,19916
40775,21090
40778,40777
40809,38234
40882,28534
41744,23014
41749,39852
41865,3099
42230,50779
42400,39701
42972,41199
43004,42425
43019,42568
43061,41925
43132,20620
43170,40929
43302,43113
43335,43146
43365,43176
43749,42087
43754,23079
43790,39012
43857,51255
43933,43845
43968,40299
44001,37438
44004,23029
44005,23132
44051,44052
44421,40382
44459,43785
44634,43577
44849,40554
44986,41303
44997,41309
45010,19864
45012,41301
45048,44126
45119,41711
45145,39780
45187,41755
45225,39935
45308,43802
45318,40941
45338,39962
45415,41045
45461,44009
45521,43956
45565,42992
45880,41027
45992,42117
46037,43294
46061,43323
46153,45168
46189,1659
46223,44155
46230,17820
46272,40248
46382,40026
46474,41264
46483,40688
46520,40410
46612,40264
46662,39897
46722,46167
46890,41167
46930,40634
47025,40220
47059,41482
47095,42552
47184,42893
47186,39939
47206,44431
47410,44777
47541,16659
47644,45904
47648,45918
47670,41966
47695,41321
47760,43731
47823,41060
47981,42733
48228,47152
48512,45798
48560,46430
48602,45643
48659,45585
48695,47209
48745,47325
48763,46985
48800,46489
48814,47234
48972,47141
49129,46753
49245,46581
49359,48433
49421,44665
49783,49781
49827,48300
49890,49891
50077,24230
50254,42939
50301,50305
50368,43935
50446,50449
50476,44885
50627,39551
50629,50628
50651,50650
50826,50921
50991,50990
51017,51016
51031,51030
51051,51050
51055,44099
51354,51353
51525,41446
51543,50406
51549,51058
52184,49241
8067,48453
10971,49876
12705,48240
22253,49397
23638,49904
33173,48256
37701,49911
39444,50599
40615,15621
40814,25864
40923,35042
41439,39519
41661,28615
41684,24186
41707,648
41765,13886
41767,18918
41837,39711
41891,40702
41905,24113
42125,41537
42840,35247
42890,49976
42985,42388
43315,43126
43373,24237
43447,42801
43464,42811
43654,40636
43665,13853
43715,40314
43719,40314
43833,1325
43911,43879
43945,50878
44162,42156
44182,18409
44207,50924
44417,40368
44424,40595
44581,43542
44612,43561
44650,43588
44732,17597
44971,41297
44990,41305
45153,41731
45172,41746
45303,39790
45376,43970
45420,40915
45436,43980
45437,42873
45497,42888
45613,43016
45674,41179
45789,42916
46212,39919
46242,39981
46260,40243
46608,40262
46661,40046
46682,40522
46750,42838
46753,40475
46797,16059
46801,40852
46810,40859
46989,41566
46998,45370
47008,40218
47068,41490
47070,42544
47183,44282
47237,45223
47438,44821
47493,44641
47631,44557
47723,41978
47739,42828
47755,42770
47861,47860
47985,40349
48086,40532
48289,45894
48324,44147
48491,45551
48667,46453
48853,47238
48909,45859
49168,47470
49234,48039
49272,47723
49342,48939
49393,47022
49431,48767
49511,41374
49544,40425
49606,47131
49751,47699
49862,48285
50060,47150
50257,49344
50302,47056
50329,4292
50412,50396
50442,50463
50583,48700
50664,50663
50676,43850
50863,50862
50865,50864
50933,50932
50984,43870
51032,51031
51212,13847
51494,51493
51554,51553
52135,47668
52194,50477
10357,49480
22166,48402
22521,49916
34300,48251
39413,50735
39469,50767
40325,12750
40582,49901
40697,38915
40717,40716
40754,18483
40759,19003
40821,40820
41676,8691
42229,50778
42463,42323
42476,42336
42889,49975
43014,42436
43301,43112
43366,43177
43380,40881
43390,40298
43444,42814
43626,40282
43667,40649
43671,40656
43707,40158
43711,40319
43915,37682
43930,43894
44038,51098
44051,43881
44089,44088
44158,33301
44250,41428
44322,43391
44414,40306
44461,40735
44559,42484
44802,42641
44979,41525
45001,41313
45034,41870
45060,41903
45089,41933
45097,41897
45116,41710
45184,41754
45270,39784
45327,6046
45339,40946
45570,41830
45590,43003
45634,42406
45652,41834
45701,14243
45771,41417
45826,41785
45884,41361
46038,43295
46099,43275
46150,45118
46275,40249
46305,42026
46335,40019
46388,42057
46522,41243
46523,40411
46566,44447
46615,40265
46721,46166
46733,40116
46962,41561
47011,40204
47060,41483
47087,41591
47113,47104
47127,44693
47185,39938
47205,44430
47235,44458
47338,39950
47456,44846
47463,44892
47609,47128
47651,45940
47722,42763
47774,47614
47837,41076
47851,46072
47909,41392
47925,41677
47941,40156
47982,42718
48017,41395
48132,46023
48151,24227
48295,43027
48367,44677
48379,48312
48591,45570
48704,47213
48732,45595
48764,47226
49108,23112
49239,48887
49354,48857
49355,48496
49446,48627
49567,38893
49599,44138
49605,47124
49615,49318
49641,49284
49691,49228
49794,48292
50074,24231
50239,46194
50330,23058
50331,28846
50332,24637
50596,50595
50630,50629
50652,50651
50830,39444
50958,50957
50964,50963
50994,50993
51018,51017
51052,51051
51108,43617
51171,39440
51255,43856
51353,51352
51383,50760
51384,39650
51387,51386
51448,39523
51510,41442
52137,46930
52143,48297
52219,52147
25701,51547
31501,43507
31576,50137
33464,48421
39636,42152
40300,38902
40371,8061
40540,10536
40599,11823
40749,38951
40828,39019
40941,2700
41090,15632
41511,27624
41693,11089
41740,22580
41764,38269
42432,40301
42797,29063
42818,17742
42969,40823
43024,6861
43122,15665
43197,38955
43227,38996
43402,42780
43419,42790
43453,42806
43637,36020
43761,42260
43802,40829
43906,43905
44074,51422
44197,50923
44218,40888
44268,43356
44292,43833
44306,44290
44357,43066
44485,20965
44517,39917
44541,42699
44603,43213
44704,40003
44923,42963
45009,41290
45027,44492
45036,41872
45062,41905
45099,41902
45190,39802
45397,41042
45474,42887
45559,43001
45724,41190
45775,29299
45824,41790
45843,41360
45889,41349
45893,41372
46043,43301
46164,46163
46205,39972
46239,39883
46349,40021
46357,20865
46482,42598
46593,40791
46595,4243
46626,39890
46731,40047
46731,44364
46769,40840
47005,40197
47035,40213
47051,40396
47128,46143
47141,44755
47165,46565
47207,44432
47259,46020
47331,39942
47393,46728
47550,19777
47611,47135
47645,45910
47688,47687
47694,42757
47724,42764
47824,41061
47944,40347
47945,12901
47958,40348
47965,41681
48007,43753
48054,29022
48292,48293
48353,47394
48362,43477
48407,48408
48541,45561
48564,45567
48606,47191
48620,47785
48632,47198
48657,46450
48685,46460
48742,45600
48827,47791
49110,35907
49348,47052
49390,47009
49581,40449
49772,49773
49867,47746
50050,48935
50062,49686
50071,24239
50094,49647
50104,49506
50108,47727
50277,50126
50343,42193
50443,50455
50454,47095
50514,50107
50551,50550
50560,49135
50623,50242
50705,42183
50760,50759
50810,41434
50842,43926
50992,50991
51075,51074
51105,51104
51143,51142
51161,51160
51173,51172
51195,51194
51214,42219
51254,51253
51262,39522
51278,51277
51335,24502
51446,44063
51499,42003
51522,39534
12914,43052
16290,2045
23058,50562
32227,29301
35418,39595
39706,49926
40282,40277
40331,6194
40374,52161
40517,30085
40750,38952
40887,28616
41038,38894
41465,50675
41531,18812
42193,50715
42893,39937
43099,3578
43219,38989
43288,43100
43378,40605
43445,42799
43481,50961
43503,39104
43558,38982
43590,38214
43728,40322
43766,40132
43769,40139
43781,38053
43829,19715
44069,51099
44087,44052
44274,39311
44303,5785
44427,40394
44611,43217
44692,41628
44764,40067
44940,40577
44969,41295
44985,41522
45045,41880
45164,41739
45235,45191
45290,32396
45311,40938
45329,40903
45382,43973
45591,42995
45680,3608
45798,40386
45881,41335
45912,43398
46084,43346
46115,32109
46124,41815
46183,43608
46300,42014
46337,42034
46468,41284
46630,40097
46651,14619
46652,14545
46671,39903
46755,40476
46760,40875
46812,40860
46838,30761
46846,40871
47001,40289
47047,5878
47187,46018
47212,39940
47251,44467
47284,47283
47292,40806
47352,47251
47389,45511
47423,44790
47428,44796
47543,18311
47614,46332
47733,41326
47770,43600
47788,47204
47805,41073
47810,41058
47950,41402
47968,42731
48000,41695
48038,42080
48093,40364
48094,43780
48275,31637
48584,47184
48708,45826
48722,48434
48737,45597
48783,45842
48921,45626
48935,47257
48948,46533
49105,40418
49170,47451
49199,47648
49218,47924
49241,45133
49274,47724
49542,43715
49565,49108
49594,46243
49597,48533
50037,45238
50109,47107
50236,48658
50242,44361
50244,49822
50407,21311
50441,49346
50917,44056
50949,49685
51046,39491
51351,39605
51412,43922
52076,50310
22956,42705
25659,49628
34294,43698
38803,48418
39634,50659
40280,731
40309,5401
40542,24805
40719,38927
40721,38929
40732,25203
40756,39018
41458,39410
41503,40287
41678,10523
41759,39855
42018,34049
42198,50718
42330,29379
42453,42452
42827,42761
43030,41945
43059,41865
43119,13739
43143,24046
43209,38973
43341,43152
43386,42833
43520,43194
43557,38979
43563,23436
43568,38987
43630,23001
43774,40142
43864,43862
43880,42190
43943,50867
44050,42191
44162,22975
44249,42221
44259,43023
44264,42570
44295,2081
44439,40709
44444,40714
44469,40743
44546,42479
44669,42297
44678,40000
44835,2437
44872,43032
44919,40588
44928,42854
44961,16778
44963,41538
45002,39706
45065,41908
45159,19005
45167,41742
45203,41759
45248,43280
45305,43812
45320,40942
45332,39961
45421,41046
45456,43991
45512,44754
45556,43190
45607,42999
45639,41839
45795,41333
45923,43405
46088,43352
46156,44868
46245,22422
46258,39925
46323,9038
46354,42835
46544,40383
46569,45254
46656,40044
46727,39891
46737,40103
46816,24070
46828,40856
46951,13302
46965,42903
47169,44413
47247,45226
47311,47310
47377,47207
47420,44787
47472,44933
47660,987
47864,45637
47906,40339
47988,40351
47993,42736
48018,43755
48033,25946
48142,10096
48288,45820
48305,47624
48515,45556
48596,45640
48686,45821
48753,47224
49151,50972
49504,48350
49571,43727
49762,47632
49785,49782
49839,49683
50118,48660
50122,50123
50401,50278
50465,47100
50747,50746
50755,50754
50785,50784
50906,42205
50922,44197
51168,41427
51203,12943
51284,42171
51285,20874
51318,39565
51390,42235
52092,42488
5486,50931
22810,48489
30388,49402
39383,50573
40249,49883
40384,23923
40601,38910
40741,38943
40884,28585
40969,685
41233,261
41418,36861
41457,50589
41528,40762
41700,3747
42401,1923
42441,5246
42444,41843
42488,42372
42576,12557
43041,32144
43113,40378
43115,40545
43167,35273
43591,39191
43685,40659
43710,40317
43876,50815
43944,39680
44175,44174
44177,44176
44451,40722
44525,42269
44621,43570
44738,40011
44882,40573
45118,39768
45144,42123
45188,43085
45316,40901
45411,28078
45488,42877
45611,42972
45636,41849
45765,41217
45807,41346
45913,42095
46059,43320
46065,43327
46147,45079
46167,5753
46194,40225
46221,14216
46311,5731
46443,12229
46475,42596
46498,40690
46648,40041
46976,41582
47014,41598
47057,41481
47082,41589
47145,45514
47150,45276
47157,44293
47200,44428
47229,44325
47287,40803
47602,44480
47821,41086
47827,41081
47893,40075
48076,40161
48267,13506
48589,46437
48779,45875
48833,50529
48874,45886
48933,45630
48934,45653
49347,47049
49385,47012
49696,48869
49837,46297
50087,49808
50120,49442
50182,49270
50279,48576
50296,47151
50443,47070
50530,48833
50548,50547
51080,39458
51101,44039
51110,51109
51132,51131
51206,39465
51210,42158
51219,51218
51247,51246
51287,51286
51307,51306
51310,22962
51317,51316
51378,39645
51465,39566
52173,52098
52198,44189
52215,45958
6959,49944
8190,43047
39435,51070
40326,40325
40379,9200
40598,11782
40709,38920
41502,40279
41526,22874
41541,39127
41658,20444
41723,12246
42385,40924
42427,22742
42468,42328
42481,42363
42557,923
42883,29627
42982,42385
43166,33198
43196,38953
43379,40699
43407,42782
43433,42812
43493,42798
43494,43489
43571,25487
43573,40670
43668,40652
43848,50889
44006,25224
44044,43079
44109,42159
44363,43250
44518,43278
44606,43215
44628,43220
44639,43227
44753,40065
44766,43683
44839,42671
44844,42635
44895,40578
45131,41719
45179,41751
45367,43967
45387,43975
45431,43977
45440,44408
45486,7846
45581,42408
45582,42435
45688,41131
45704,41182
45708,16392
45909,43396
45997,43454
46033,43290
46306,40017
46328,12534
46383,42837
46391,35585
46609,40797
46618,40800
46654,40107
46757,40834
47019,40198
47063,41486
47131,47117
47236,44463
47272,45234
47307,40269
47414,44781
47471,44925
47599,40665
47773,47399
47790,47216
47846,42558
47873,41673
47893,41389
47982,41406
48002,40354
48016,23139
48028,41685
48078,40361
48110,45359
48162,45807
48334,45115
48347,46699
48352,47215
48496,46294
48505,47157
48575,48333
48633,47275
48770,45840
48893,46517
49253,47963
49283,47838
49437,48632
49603,47958
49608,46251
49790,46142
49824,45694
49864,42946
50097,48040
50247,49269
50310,47051
50311,46568
50335,50337
50371,39635
50396,48674
50565,50564
50599,50598
50617,50616
50655,50654
50987,50986
51021,51020
51027,51026
51057,51056
51186,44098
51305,39554
51362,51361
51562,51383
52179,46184
177,43514
2214,2213
4843,49890
20861,48156
26446,49875
40728,40727
40889,30771
42245,40108
42260,40125
42467,42327
42575,6368
43018,25698
43027,14514
43071,37043
43222,38991
43306,43117
43312,43123
43339,43150
43369,43180
43434,42794
43570,38988
43652,43653
43661,40644
43662,11453
43711,40322
43764,10235
43768,40137
43815,40930
43877,50816
44048,51137
44155,40613
44275,43466
44315,14057
44334,40928
44446,40717
44483,18275
44588,43208
44615,43564
44728,40009
44896,40579
44917,40587
44918,42677
45085,41929
45102,41928
45114,2746
45124,39770
45132,41720
45221,39931
45228,44585
45288,44660
45322,40944
45419,34419
45466,44487
45518,44870
45579,39253
45585,43188
45678,41229
45879,34995
45894,35816
46003,43460
46071,43333
46076,43338
46105,41955
46182,33697
46279,41986
46488,41258
46620,40268
46631,40038
46878,41157
46943,41575
46958,40465
47030,40206
47037,40193
47091,42584
47123,44678
47180,44418
47197,44426
47452,44842
47588,2729
47667,42754
47711,16128
47750,43728
47778,45154
47848,44338
47904,40155
48061,41697
48595,47189
48646,46446
48719,47217
48739,45833
48876,45892
48879,45650
48971,47132
49126,46821
49162,47413
49200,45944
49233,47948
49328,40420
49384,47029
49388,47006
50177,47028
50215,37210
50243,44363
50276,50275
50316,46114
50350,50786
50352,42239
50445,50458
50445,50472
50712,44050
50768,39469
50860,50859
50870,50869
50894,50893
50900,50899
50911,50908
50930,50929
50960,38145
51222,14741
51276,39539
51557,51556
52201,52200
18484,12631
23491,48457
33770,50171
37374,182
39180,50532
39341,50162
39595,50642
40594,40415
40710,38921
40897,32677
40924,35194
41450,39383
41475,39943
41715,39840
